irga.id,unique.id,replicate,soil.volume,actual.fresh.mass,date.run,time.flush,time.irga,standard.co2,irga.integral,times.sampled,std.value.1,std.value.2,std.value.3,std.value.4,std.start.time,std.end.time
1,01_10,1,7.5,5.2003,12/29/21,8:48,13:11,1976,419.911,1,595.127,596.572,598.785,605.781,13:00,13:10
2,02_10,2,7.5,5.2088,12/29/21,8:48,13:12,1976,559.508,1,,,,,,
3,03_10,1,7.5,5.203,12/29/21,8:48,13:12,1976,423.019,1,,,,,,
4,04_10,2,7.5,5.2032,12/29/21,8:48,13:13,1976,416.235,1,,,,,,
5,05_10,1,7.5,5.1917,12/29/21,8:48,13:14,1976,420.018,1,,,,,,
6,06_10,2,7.5,5.1999,12/29/21,8:48,13:15,1976,428.016,1,,,,,,
7,07_10,1,7.5,5.1013,12/29/21,8:48,13:15,1976,310.823,1,,,,,,
8,08_10,2,7.5,5.1023,12/29/21,8:48,13:16,1976,280.169,1,,,,,,
9,09_10,1,7.5,5.2119,12/29/21,8:51,13:17,1976,257.199,1,,,,,,
10,10_10,2,7.5,5.2188,12/29/21,8:51,13:18,1976,272.957,1,,,,,,
11,11_10,1,7,5.1605,12/29/21,8:51,13:18,1976,431.991,1,,,,,,
12,12_10,2,7.5,5.1613,12/29/21,8:51,13:19,1976,365.878,1,,,,,,
13,13_10,1,7.5,5.2084,12/29/21,8:51,13:20,1976,244.838,1,,,,,,
14,14_10,2,7.5,5.2023,12/29/21,8:51,13:21,1976,251.973,1,,,,,,
15,15_10,1,7.5,5.3435,12/29/21,8:51,13:21,1976,387.063,1,,,,,,
16,16_10,2,7.5,5.3426,12/29/21,8:51,13:22,1976,351.121,1,599.056,598.044,595.984,594.115,13:23,13:30
17,17_10,1,7.5,5.3261,12/29/21,8:53,13:31,1976,408.619,1,,,,,,
18,18_10,2,7.5,5.3351,12/29/21,8:53,13:31,1976,354.303,1,,,,,,
19,19_10,1,7,4.8821,12/29/21,8:53,13:32,1976,223.634,1,,,,,,
20,20_10,2,7.5,4.8841,12/29/21,8:53,13:33,1976,171.851,1,,,,,,
21,21_10,1,7.5,5.2586,12/29/21,8:53,13:34,1976,348.793,1,,,,,,
22,22_10,2,7,5.2572,12/29/21,8:53,13:35,1976,321.356,1,,,,,,
23,23_10,1,7,5.0053,12/29/21,8:53,13:35,1976,341.588,1,,,,,,
24,24_10,2,7,5.0283,12/29/21,8:53,13:36,1976,411.248,1,,,,,,
25,25_10,1,7.5,5.1917,12/29/21,8:55,13:37,1976,323.283,1,,,,,,
26,26_10,2,7.5,5.1966,12/29/21,8:55,13:38,1976,276.99,1,,,,,,
27,27_10,1,7.5,5.1149,12/29/21,8:55,13:39,1976,259.622,1,,,,,,
28,28_10,2,7.5,5.1244,12/29/21,8:55,13:39,1976,263.289,1,,,,,,
29,29_10,1,7.5,5.2434,12/29/21,8:55,13:40,1976,315.485,1,,,,,,
30,30_10,2,7.5,5.2594,12/29/21,8:55,13:41,1976,333.488,1,,,,,,
31,31_10,1,7.5,5.3203,12/29/21,8:55,13:42,1976,379.176,1,,,,,,
32,32_10,2,7.5,5.3209,12/29/21,8:55,13:42,1976,352.365,1,,,,,,
33,33_10,1,7.5,5.16,12/29/21,8:58,13:47,1976,323.997,1,612.857,612.522,612.912,,13:43,13:45
