irga.id,unique.id,replicate,soil.volume,actual.fresh.mass,date.run,time.flush,time.irga,standard.co2,irga.integral,times.sampled,std.value.1,std.value.2,std.value.3,std.value.4,std.start.time,std.end.time
23,23_1,1,7.5,5.0689,11/21/21,12:35,17:29,1976,194.671,1,,,,,,
24,24_1,2,7.5,5.0781,11/21/21,12:35,17:30,1976,210.699,1,,,,,,
25,25_1,1,7.5,5.1085,11/21/21,12:38,17:31,1976,215.723,1,,,,,,
26,26_1,2,7.5,5.1027,11/21/21,12:38,17:32,1976,196.022,1,,,,,,
27,27_1,1,8,5.1726,11/21/21,12:38,17:33,1976,306.554,1,,,,,,
28,28_1,2,7.5,5.1798,11/21/21,12:38,17:34,1976,356.865,1,,,,,,
29,29_1,1,8,6.8886,11/21/21,12:38,17:36,1976,220.989,1,,,,,,
30,30_1,2,8,6.8845,11/21/21,12:38,17:38,1976,210.91,1,,,,,,
31,31_1,1,7.5,4.9517,11/21/21,12:38,17:40,1976,258.709,1,,,,,,
32,32_1,2,7.5,4.9585,11/21/21,12:38,17:40,1976,248.487,1,,,,,,
33,33_1,1,7.5,5.0345,11/21/21,12:41,17:43,1976,307.5,1,489.084,489.505,490.187,,17:41,17:43
34,34_1,2,7.5,5.0329,11/21/21,12:41,17:44,1976,313.371,1,,,,,,
35,35_1,1,7.5,5.1456,11/21/21,12:41,17:44,1976,262.623,1,,,,,,
36,36_1,2,7.5,5.1467,11/21/21,12:41,17:45,1976,233.049,1,,,,,,
37,37_1,1,7.5,5.1788,11/21/21,12:41,17:46,1976,229.365,1,,,,,,
38,38_1,2,7.5,5.1741,11/21/21,12:41,17:47,1976,229.864,1,,,,,,
39,39_1,1,7.5,5.0424,11/21/21,12:41,17:47,1976,398.529,1,,,,,,
40,40_1,2,7.5,5.0478,11/21/21,12:41,17:48,1976,385.326,1,,,,,,
41,41_1,1,7.5,5.3191,11/21/21,12:44,17:48,1976,250.227,1,,,,,,
42,42_1,2,7.5,5.3192,11/21/21,12:44,17:49,1976,299.984,1,,,,,,
43,43_1,1,7.5,4.9578,11/21/21,12:44,17:49,1976,186.045,1,,,,,,
44,44_1,2,7.5,4.9561,11/21/21,12:44,17:50,1976,196.392,1,,,,,,
45,45_1,1,7.5,5.0792,11/21/21,12:44,17:50,1976,205.485,1,,,,,,
46,46_1,2,7.5,5.0736,11/21/21,12:44,17:51,1976,226.271,1,,,,,,
47,47_1,1,7.5,5.0595,11/21/21,12:44,17:52,1976,244.782,1,,,,,,
48,48_1,2,7.5,5.0599,11/21/21,12:44,17:52,1976,318.295,1,,,,,,
49,01_2,1,7.5,5.0766,11/21/21,13:01,17:55,1976,340.227,1,488.832,489.146,489.583,,17:53,17:55
50,02_2,2,7.5,5.0695,11/21/21,13:01,17:56,1976,375.68,1,,,,,,
51,03_2,1,7,5.0763,11/21/21,13:01,17:56,1976,352.894,1,,,,,,
52,04_2,2,7.5,5.087,11/21/21,13:01,17:57,1976,300.942,1,,,,,,
53,05_2,1,7.5,5.0674,11/21/21,13:01,17:57,1976,328.595,1,,,,,,
54,06_2,2,7.5,5.076,11/21/21,13:01,17:58,1976,311.327,1,,,,,,
55,07_2,1,7.5,5.1939,11/21/21,13:01,17:59,1976,435.964,1,,,,,,
56,08_2,2,7.5,5.1886,11/21/21,13:01,18:00,1976,423.663,1,,,,,,
57,09_2,1,7.5,5.4634,11/21/21,13:04,18:00,1976,448.281,1,,,,,,
58,10_2,2,7.5,5.4636,11/21/21,13:04,18:01,1976,470.279,1,,,,,,
59,11_2,1,7.5,5.3665,11/21/21,13:04,18:01,1976,549.99,1,,,,,,
60,12_2,2,7.5,5.3625,11/21/21,13:04,18:02,1976,515.521,1,,,,,,
61,13_2,1,7,5.2591,11/21/21,13:04,18:02,1976,579.456,1,,,,,,
62,14_2,2,7.5,5.2655,11/21/21,13:04,18:03,1976,482.603,1,,,,,,
63,15_2,1,7.5,5.2963,11/21/21,13:04,18:03,1976,470.812,1,,,,,,
64,16_2,2,7.5,5.2959,11/21/21,13:04,18:04,1976,418.418,1,,,,,,
65,17_2,1,7.5,5.1464,11/21/21,13:07,18:07,1976,439.998,1,490.192,488.223,488.668,,18:04,18:06
66,18_2,2,7.5,5.1408,11/21/21,13:07,18:07,1976,322.331,1,,,,,,
67,19_2,1,7.5,5.2425,11/21/21,13:07,18:08,1976,375.305,1,,,,,,
68,20_2,2,7.5,5.2497,11/21/21,13:07,18:09,1976,397.933,1,,,,,,
69,21_2,1,7.5,5.1406,11/21/21,13:07,18:09,1976,316.505,1,,,,,,
70,22_2,2,7.5,5.1176,11/21/21,13:07,18:10,1976,314.449,1,,,,,,
71,23_2,1,7.5,5.3341,11/21/21,13:07,18:11,1976,494.798,1,,,,,,
72,24_2,2,7.5,5.3414,11/21/21,13:07,18:11,1976,589.059,1,,,,,,
73,25_2,1,7.5,5.1103,11/21/21,13:09,18:12,1976,310.74,1,,,,,,
74,26_2,2,7.5,5.1108,11/21/21,13:09,18:12,1976,326.424,1,,,,,,
75,27_2,1,7.5,5.2272,11/21/21,13:09,18:13,1976,447.871,1,,,,,,
76,28_2,2,7.5,5.2331,11/21/21,13:09,18:14,1976,495.134,1,,,,,,
77,29_2,1,7,4.8566,11/21/21,13:09,18:15,1976,537.632,1,,,,,,
78,30_2,2,7.5,4.8605,11/21/21,13:09,18:16,1976,517.146,1,,,,,,
79,31_2,1,7.5,5.1446,11/21/21,13:09,18:16,1976,385.365,1,,,,,,
80,32_2,2,7.5,5.1336,11/21/21,13:09,18:17,1976,304.882,1,,,,,,
81,33_2,1,7,4.9166,11/21/21,13:11,18:20,1976,317.307,1,488.142,488.157,488.588,,18:18,18:20
82,34_2,2,7.5,4.9232,11/21/21,13:11,18:20,1976,285.906,1,,,,,,
83,35_2,1,7.5,5.1348,11/21/21,13:11,18:21,1976,310.533,1,,,,,,
84,36_2,2,7.5,5.1395,11/21/21,13:11,18:21,1976,307.462,1,,,,,,
85,37_2,1,7.5,5.2176,11/21/21,13:11,18:22,1976,400.585,1,,,,,,
86,38_2,2,7.5,5.2227,11/21/21,13:11,18:23,1976,380.247,1,,,,,,
87,39_2,1,7.5,5.0886,11/21/21,13:11,18:24,1976,469.154,1,,,,,,
88,40_2,2,7.5,5.0932,11/21/21,13:11,18:25,1976,549.005,1,,,,,,
89,41_2,1,7,5.218,11/21/21,13:13,18:26,1976,516.941,1,,,,,,
90,42_2,2,7.5,5.2165,11/21/21,13:13,18:26,1976,562.902,1,,,,,,
91,43_2,1,7.5,5.1161,11/21/21,13:13,18:27,1976,552.795,1,,,,,,
92,44_2,2,7.5,5.114,11/21/21,13:13,18:28,1976,717.462,1,,,,,,
93,45_2,1,9,7.6452,11/21/21,13:13,18:29,1976,596.085,1,,,,,,
94,46_2,2,8.5,7.6462,11/21/21,13:13,18:29,1976,634,1,,,,,,
95,47_2,1,7.5,4.9471,11/21/21,13:13,18:30,1976,378.717,1,,,,,,
96,48_2,2,7.5,4.9502,11/21/21,13:13,18:31,1976,318.011,1,,,,,,
97,01_3,1,7.5,5.0615,11/21/21,13:20,18:34,1976,545.854,1,487.593,487.873,488.66,,18:31,18:33
98,02_3,2,7.5,5.0674,11/21/21,13:20,18:35,1976,649.853,1,,,,,,
99,03_3,1,7.5,5.0866,11/21/21,13:20,18:35,1976,332.04,1,,,,,,
100,04_3,2,7,5.0905,11/21/21,13:20,18:36,1976,338.898,1,,,,,,
101,05_3,1,7.5,5.1938,11/21/21,13:20,18:36,1976,462.571,1,,,,,,
102,06_3,2,7,5.2053,11/21/21,13:20,18:37,1976,442.966,1,,,,,,
103,07_3,1,7.5,5.1199,11/21/21,13:20,18:38,1976,595.183,1,,,,,,
104,08_3,2,7.5,5.1125,11/21/21,13:20,18:38,1976,420.283,1,,,,,,
105,09_3,1,7.5,5.0994,11/21/21,13:23,18:39,1976,332.853,1,,,,,,
106,10_3,2,7.5,5.1035,11/21/21,13:23,18:40,1976,316.816,1,,,,,,
107,11_3,1,8,5.5383,11/21/21,13:23,18:41,1976,320.295,1,,,,,,
108,12_3,2,7.5,5.5338,11/21/21,13:23,18:41,1976,311.231,1,,,,,,
109,13_3,1,7.5,4.9895,11/21/21,13:23,18:42,1976,322.549,1,,,,,,
110,14_3,2,7.5,4.9745,11/21/21,13:23,18:42,1976,310.801,1,,,,,,
111,15_3,1,7.5,5.2238,11/21/21,13:23,18:43,1976,485.719,1,,,,,,
112,16_3,2,7.5,5.24,11/21/21,13:23,18:44,1976,443.388,1,,,,,,
113,17_3,1,7.5,5.0338,11/21/21,13:25,18:47,1976,342.436,1,486.779,487.654,487.378,,18:44,18:46
114,18_3,2,7.5,5.0432,11/21/21,13:25,18:47,1976,414.47,1,,,,,,
115,19_3,1,7.5,5.0925,11/21/21,13:25,18:48,1976,414.983,1,,,,,,
116,20_3,2,7.5,5.0961,11/21/21,13:25,18:48,1976,428.1,1,,,,,,
117,21_3,1,7.5,5.2039,11/21/21,13:25,18:49,1976,492.081,1,,,,,,
118,22_3,2,7.5,5.1971,11/21/21,13:25,18:50,1976,505.97,1,,,,,,
119,23_3,1,7.5,5.1229,11/21/21,13:25,18:50,1976,548.689,1,,,,,,
120,24_3,2,7.5,5.1336,11/21/21,13:25,18:51,1976,506.741,1,,,,,,
121,25_3,1,7,5.2837,11/21/21,13:28,18:52,1976,326.981,1,,,,,,
122,26_3,2,7,5.2934,11/21/21,13:28,18:53,1976,446.898,1,,,,,,
123,27_3,1,7.5,5.1821,11/21/21,13:28,18:54,1976,425.608,1,,,,,,
124,28_3,2,7.5,5.1838,11/21/21,13:28,18:55,1976,395.379,1,,,,,,
125,29_3,1,7.5,4.9345,11/21/21,13:28,18:55,1976,299.493,1,,,,,,
126,30_3,2,7.5,4.9205,11/21/21,13:28,18:56,1976,311.935,1,,,,,,
127,31_3,1,7.5,5.2304,11/21/21,13:28,18:56,1976,386.753,1,,,,,,
128,32_3,2,7.5,5.2196,11/21/21,13:28,18:57,1976,413.03,1,,,,,,
129,33_3,1,7.5,5.1457,11/21/21,13:30,19:00,1976,462.261,1,487.132,487.066,487.002,,18:58,19:00
130,34_3,2,7.5,5.1487,11/21/21,13:30,19:01,1976,469.279,1,,,,,,
131,35_3,1,7.5,5.0018,11/21/21,13:30,19:01,1976,318.613,1,,,,,,
132,36_3,2,7.5,5.0098,11/21/21,13:30,19:02,1976,322.013,1,,,,,,
133,37_3,1,7.5,5.22,11/21/21,13:30,19:02,1976,641.411,1,,,,,,
134,38_3,2,7.5,5.2162,11/21/21,13:30,19:03,1976,640.968,1,,,,,,
135,39_3,1,7.5,5.3401,11/21/21,13:30,19:04,1976,672.222,1,,,,,,
136,40_3,2,7.5,5.3364,11/21/21,13:30,19:04,1976,552.129,1,,,,,,
137,41_3,1,7.5,5.0727,11/21/21,13:32,19:05,1976,451.114,1,,,,,,
138,42_3,2,7.5,5.0568,11/21/21,13:32,19:06,1976,443.491,1,,,,,,
139,43_3,1,7.5,4.9433,11/21/21,13:32,19:06,1976,301.202,1,,,,,,
140,44_3,2,7.5,4.9423,11/21/21,13:32,19:07,1976,341.134,1,,,,,,
141,45_3,1,7.5,5.2424,11/21/21,13:32,19:07,1976,442.173,1,,,,,,
142,46_3,2,7.5,5.2537,11/21/21,13:32,19:08,1976,486.88,1,,,,,,
143,47_3,1,7.5,5.0583,11/21/21,13:32,19:09,1976,330.039,1,,,,,,
144,48_3,2,7.5,5.0648,11/21/21,13:32,19:09,1976,337.016,1,,,,,,
145,,,,,,,,,,,487.21,487.678,488.098,,19:11,19:12
