unique.id,moistureFraction,moisturePercent
35_11,0.291822762,29.18227619
36_11,0.263264275,26.32642749
37_11,0.263264275,26.32642749
38_11,0.275998469,27.59984688
39_11,0.275998469,27.59984688
40_11,0.385041551,38.50415512
41_11,0.385041551,38.50415512
42_11,0.305823975,30.58239749
43_11,0.305823975,30.58239749
44_11,0.274859765,27.48597654
45_11,0.274859765,27.48597654
46_11,0.28915818,28.91581797
47_11,0.28915818,28.91581797
48_11,0.292657704,29.26577042
01_12,0.292657704,29.26577042
02_12,0.268230818,26.8230818
03_12,0.268230818,26.8230818
04_12,0.275998469,27.59984688
05_12,0.275998469,27.59984688
06_12,0.236399604,23.63996044
07_12,0.236399604,23.63996044
08_12,0.314924392,31.49243918
09_12,0.314924392,31.49243918
10_12,0.325556734,32.55567338
11_12,0.325556734,32.55567338
12_12,0.282380098,28.23800975
12_39,0.282380098,28.23800975
12_40,0.268713525,26.87135245
13_12,0.268713525,26.87135245
14_12,0.269680041,26.96800406
15_12,0.269680041,26.96800406
16_12,0.246416552,24.64165524
17_12,0.246416552,24.64165524
18_12,0.303950971,30.39509714
19_12,0.303950971,30.39509714
20_12,0.286670098,28.66700978
21_12,0.286670098,28.66700978
22_12,0.252975818,25.29758176
23_12,0.252975818,25.29758176
24_12,0.294498382,29.44983819
25_12,0.294498382,29.44983819
26_12,0.348254011,34.82540111
27_12,0.348254011,34.82540111
28_12,0.287001287,28.7001287
29_12,0.287001287,28.7001287
30_12,0.254233037,25.42330365
31_12,0.254233037,25.42330365
32_12,0.280573697,28.0573697
33_12,0.280573697,28.0573697
34_12,0.295336788,29.53367876
35_12,0.295336788,29.53367876
36_12,0.344989913,34.49899126
37_12,0.344989913,34.49899126
38_12,0.324503311,32.45033113
41_12,0.324503311,32.45033113
42_12,0.251721117,25.17211165
43_12,0.251721117,25.17211165
44_12,0.273398701,27.33987011
45_12,0.273398701,27.33987011
46_12,0.271779219,27.17792191
47_12,0.271779219,27.17792191
48_12,0.310959622,31.09596224
01_13,0.310959622,31.09596224
02_13,0.283367557,28.33675565
03_13,0.283367557,28.33675565
04_13,0.257703434,25.77034335
05_13,0.257703434,25.77034335
06_13,0.296008295,29.60082945
07_13,0.296008295,29.60082945
08_13,0.319609396,31.96093956
09_13,0.319609396,31.96093956
10_13,0.284356537,28.43565374
11_13,0.284356537,28.43565374
12_12,0.261829653,26.1829653
13_13,0.261829653,26.1829653
14_13,0.290156109,29.01561089
15_13,0.290156109,29.01561089
16_13,0.310444241,31.04442406
17_13,0.310444241,31.04442406
18_13,0.305823975,30.58239749
19_13,0.305823975,30.58239749
20_13,0.296680498,29.66804979
21_13,0.296680498,29.66804979
22_13,0.381978994,38.19789939
23_13,0.381978994,38.19789939
24_13,0.295840353,29.58403525
25_13,0.295840353,29.58403525
26_13,0.322751323,32.27513228
27_13,0.322751323,32.27513228
28_13,0.362954886,36.29548862
29_13,0.362954886,36.29548862
30_13,0.283367557,28.33675565
31_13,0.283367557,28.33675565
32_13,0.300221038,30.02210376
33_13,0.300221038,30.02210376
