"","unique.id","CO2CperHourperg"
"470","21_10",1.61508490452685
"471","21_11",2.52809227475175
"472","22_10",1.69406110545401
"473","22_11",2.44971963846406
"474","23_10",1.89134018710328
"475","23_11",1.97480428601576
"476","24_10",2.07266697504711
"477","24_11",1.77886315320108
"478","25_10",1.56722865444246
"479","25_11",1.51334462603087
"480","26_10",1.42709693326284
"481","26_11",1.49988922261322
"482","27_10",1.35242378722355
"483","27_11",1.42761586089375
"484","28_10",1.33288284556274
"485","28_11",1.32289151032043
"486","29_10",1.55336646157269
"487","29_11",2.24105866737475
"488","30_10",1.69973465941152
"489","30_11",2.09310857735659
"490","31_10",1.90134045408786
"491","31_11",1.85504473081296
"492","32_10",1.80959038175506
"493","32_11",1.5785184834425
"494","33_10",1.70391510761502
"495","33_11",4.47929333728437
"496","34_10",1.76539099469901
"497","34_11",4.07121494564718
"498","35_10",2.2449487890112
"499","35_11",2.09197355540398
"500","36_10",1.96897238591848
"501","36_11",2.02775655373428
"502","37_10",1.8211999034398
"503","37_11",2.10773517547001
"504","38_10",2.0517454794843
"505","38_11",1.98091160268158
"506","39_10",1.21510960171123
"507","39_11",1.80390904283008
"508","40_10",1.248233737524
"509","40_11",1.69597933443972
"510","41_10",1.65546311411591
"511","41_11",2.10159936003923
"512","42_10",1.49514973923835
"513","42_11",1.76405749686701
"514","43_10",2.10445081305737
"515","43_11",1.40208951248158
"516","44_10",2.05388040695747
"517","44_11",1.5060735158163
"518","45_10",1.86178988607102
"519","45_11",1.67425120832833
"520","46_10",2.06758972250322
"521","46_11",1.71850349453691
"522","47_10",2.03200581358719
"523","47_11",1.59941920563581
"524","48_10",2.6828291293792
"525","48_11",1.85265781428994
"526","01_12",1.84198414460386
"527","01_13",1.29472921527755
"528","02_12",2.13232678463531
"529","02_13",1.40856648065378
"530","03_12",1.92550471723481
"531","03_13",1.67765603813301
"532","04_12",1.66093416940247
"533","04_13",1.61956596611956
"534","05_12",1.35060781725652
"535","05_13",2.03186192279905
"536","06_12",1.26508851814455
"537","06_13",1.69910884211356
"538","07_12",1.64580919872634
"539","07_13",1.9664837472003
"540","08_12",1.63499370604957
"541","08_13",2.01598639891385
"542","09_12",1.7073754725589
"543","09_13",2.37227393249989
"544","10_12",1.78250012745333
"545","10_13",1.81678008789341
"546","11_12",1.54828502250637
"547","11_13",1.71957661547865
"548","12_12",1.56158849255592
"549","12_39",1.51325578135834
"550","12_40",1.8565488183256
"551","13_12",1.33645911675766
"552","13_13",1.92685412876222
"553","14_12",1.3174469445382
"554","14_13",2.27654919036544
"555","15_12",2.58501740971309
"556","15_13",1.85559796519082
"557","16_12",3.13647829885326
"558","16_13",2.11232883213312
"559","17_12",1.47505931309292
"560","17_13",1.40975555397641
"561","18_12",1.6177354600325
"562","18_13",1.41404139864624
"563","19_12",1.71254415301115
"564","19_13",2.12552624404561
"565","20_12",1.49413061645588
"566","20_13",1.7690405921985
"567","21_12",2.54038746571811
"568","21_13",1.67711421753492
"569","22_12",2.21929166457375
"570","22_13",2.04891976984145
"571","23_12",1.5612708343381
"572","23_13",2.12364668739532
"573","24_12",1.51291287159188
"574","24_13",2.04351650430468
"575","25_12",2.19254884398005
"576","25_13",3.2212024215688
"577","26_12",2.34034508508725
"578","26_13",3.6201580206327
"579","27_12",1.71710479669392
"580","27_13",1.44136634996277
"581","28_12",1.67377760856986
"582","28_13",1.99446670095252
"583","29_12",1.95034488992551
"584","29_13",2.02236979643443
"585","30_12",1.66139563457897
"586","30_13",2.0027846701228
"587","31_12",1.81415414097562
"588","31_13",3.09988834954292
"589","32_12",1.89415821458122
"590","32_13",3.25305882453031
"591","33_12",2.24512989043238
"592","33_13",1.80241404733682
"593","34_12",1.91927599439773
"594","35_12",1.85763476338609
"595","36_12",1.87209228576051
"596","37_12",1.78749514458759
"597","38_12",1.62735277228004
"598","41_12",1.5979742577367
"599","42_12",1.28050861308813
"600","43_12",1.51295233748443
"601","44_12",1.613110582914
"602","45_12",1.76132590606631
"603","46_12",1.62135514014261
"604","47_12",1.83135051220413
"605","48_12",1.80599841960946
