irga.id,unique.id,replicate,soil.volume,actual.fresh.mass,date.run,time.flush,time.irga,standard.co2,irga.integral,times.sampled,std.value.1,std.value.2,std.value.3,std.value.4,std.start.time,std.end.time
54,07_5,1,7.5,5.3384,11/27/21,12:03,17:46,1976,445.535,1,,,,,,
55,08_5,2,7.5,5.3606,11/27/21,12:03,17:47,1976,420.738,1,,,,,,
56,09_5,1,7.5,5.0882,11/27/21,12:06,17:49,1976,412.608,1,,,,,,
57,10_5,2,7.5,5.0798,11/27/21,12:06,17:50,1976,403.432,1,,,,,,
58,11_5,1,7,5.1328,11/27/21,12:06,17:50,1976,507.025,1,,,,,,
59,12_5,2,7.5,5.1456,11/27/21,12:06,17:51,1976,397.345,1,,,,,,
60,13_5,1,7.5,5.1587,11/27/21,12:06,17:52,1976,499.81,1,,,,,,
61,14_5,2,7,5.1634,11/27/21,12:06,17:53,1976,525.014,1,,,,,,
62,15_5,1,7.5,5.0794,11/27/21,12:06,17:54,1976,567.465,1,,,,,,
63,16_5,2,7.5,5.063,11/27/21,12:06,17:55,1976,572.207,1,,,,,,
64,17_5,1,7.5,5.1619,11/27/21,12:09,18:05,1976,496.885,1,658.251,659.754,660.336,,18:01,18:04
65,18_5,2,7.5,5.164,11/27/21,12:09,18:06,1976,529.902,1,,,,,,
66,19_5,1,7,4.88,11/27/21,12:09,18:07,1976,381.961,1,,,,,,
67,20_5,2,7,4.8872,11/27/21,12:09,18:08,1976,368.36,1,,,,,,
68,21_5,1,7.5,5.2102,11/27/21,12:09,18:09,1976,456.799,1,,,,,,
69,22_5,2,7,5.2064,11/27/21,12:09,18:09,1976,466.056,1,,,,,,
70,23_5,1,7.5,5.2841,11/27/21,12:09,18:11,1976,639.727,1,,,,,,
71,24_5,2,7.5,5.2894,11/27/21,12:09,18:13,1976,627.866,1,,,,,,
72,25_5,1,7.5,5.2946,11/27/21,12:12,18:14,1976,633.774,1,,,,,,
73,26_5,2,7.5,5.2959,11/27/21,12:12,18:15,1976,658.059,1,,,,,,
74,27_5,1,7.5,5.1774,11/27/21,12:12,18:16,1976,512.991,1,,,,,,
75,28_5,2,7.5,5.1767,11/27/21,12:12,18:17,1976,483.048,1,,,,,,
76,29_5,1,7.5,5.1494,11/27/21,12:12,18:18,1976,648.695,1,,,,,,
77,30_5,2,7.5,5.1479,11/27/21,12:12,18:19,1976,478.009,1,,,,,,
78,31_5,1,7.5,5.1481,11/27/21,12:12,18:20,1976,600.534,1,,,,,,
79,32_5,2,7,5.1584,11/27/21,12:12,18:21,1976,528.54,1,,,,,,
80,33_5,1,7.5,5.3901,11/27/21,12:15,18:34,1976,381.935,1,658.327,661.242,659.853,,18:30,18:33
81,34_5,2,7.5,5.3656,11/27/21,12:15,18:35,1976,716.439,1,,,,,,
82,35_5,1,7,5.165,11/27/21,12:15,18:36,1976,551.32,1,,,,,,
83,36_5,2,7.5,5.1788,11/27/21,12:15,18:37,1976,626.781,1,,,,,,
84,37_5,1,7.5,5.2202,11/27/21,12:15,18:38,1976,577.983,1,,,,,,
85,38_5,2,7.5,5.2139,11/27/21,12:15,18:39,1976,579.231,1,,,,,,
86,39_5,1,8,5.1896,11/27/21,12:15,18:39,1976,473.292,1,,,,,,
87,40_5,2,8,5.1999,11/27/21,12:15,18:40,1976,442.394,1,,,,,,
88,41_5,1,7.5,5.4812,11/27/21,12:19,18:42,1976,494.888,1,,,,,,
89,42_5,2,7.5,5.4975,11/27/21,12:19,18:42,1976,514.698,1,,,,,,
90,43_5,1,7.5,5.0391,11/27/21,12:19,18:43,1976,562.042,1,,,,,,
91,44_5,2,7.5,5.0223,11/27/21,12:19,18:44,1976,495.186,1,,,,,,
92,45_5,1,7.5,5.0922,11/27/21,12:19,18:45,1976,371.572,1,,,,,,
93,46_5,2,7.5,5.0888,11/27/21,12:19,18:46,1976,454.42,1,,,,,,
94,47_5,1,7,5.1508,11/27/21,12:19,18:47,1976,667.853,1,,,,,,
95,48_5,2,7,5.1522,11/27/21,12:19,18:48,1976,739.029,1,,,,,,
96,,,,,,,,,,,659.288,660.719,660.745,,19:01,19:04
