irga.id,unique.id,replicate,soil.volume,actual.fresh.mass,date.run,time.flush,time.irga,standard.co2,irga.integral,times.sampled,std.value.1,std.value.2,std.value.3,std.value.4,std.start.time,std.end.time
64,17_9,1,7.5,5.1363,12/27/21,12:19,17:35,1976,384.121,1,583.462,590.429,594.359,596.647,17:28,17:33
65,18_9,2,7.5,5.1388,12/27/21,12:19,17:36,1976,349.825,1,,,,,,
66,19_9,1,7.5,5.2097,12/27/21,12:19,17:37,1976,288.822,1,,,,,,
67,20_9,2,7.5,5.2042,12/27/21,12:19,17:38,1976,309.536,1,,,,,,
68,21_9,1,7.5,5.5256,12/27/21,12:19,17:38,1976,404.205,1,,,,,,
69,22_9,2,7.5,5.5247,12/27/21,12:19,17:39,1976,424.38,1,,,,,,
70,23_9,1,7.5,5.5462,12/27/21,12:19,17:40,1976,442.315,1,,,,,,
71,24_9,2,7.5,5.5437,12/27/21,12:19,17:40,1976,427.996,1,,,,,,
72,25_9,1,7.5,5.1473,12/27/21,12:24,17:41,1976,325.785,1,,,,,,
73,26_9,2,7.5,5.1454,12/27/21,12:24,17:42,1976,355.426,1,,,,,,
74,27_9,1,7.5,5.2561,12/27/21,12:24,17:43,1976,418.967,1,,,,,,
75,28_9,2,7.5,5.2569,12/27/21,12:24,17:43,1976,391.92,1,,,,,,
76,29_9,1,7.5,5.0934,12/27/21,12:24,17:44,1976,276.903,1,,,,,,
77,30_9,2,7.5,5.092,12/27/21,12:24,17:45,1976,323.679,1,,,,,,
78,31_9,1,7.5,5.2406,12/27/21,12:24,17:46,1976,435.491,1,,,,,,
79,32_9,2,7.5,5.2469,12/27/21,12:24,17:47,1976,456.72,1,,,,,,
80,33_9,1,7.5,5.3763,12/27/21,12:27,17:53,1976,495.675,1,599.194,599.971,602.704,603.03,17:48,17:53
81,34_9,2,7.5,5.3711,12/27/21,12:27,17:55,1976,604.888,1,,,,,,
82,35_9,1,7.5,5.222,12/27/21,12:27,17:56,1976,427.057,1,,,,,,
83,36_9,2,7.5,5.2286,12/27/21,12:27,17:56,1976,448.808,1,,,,,,
84,37_9,1,7.5,5.1889,12/27/21,12:27,17:57,1976,480.392,1,,,,,,
85,38_9,2,7.5,5.1849,12/27/21,12:27,17:58,1976,461.492,1,,,,,,
86,39_9,1,7.5,5.2609,12/27/21,12:27,17:59,1976,374.017,1,,,,,,
87,40_9,2,7.5,5.2616,12/27/21,12:27,18:00,1976,408.721,1,,,,,,
88,41_9,1,7.5,5.1838,12/27/21,12:30,18:01,1976,404.443,1,,,,,,
89,42_9,2,7.5,5.183,12/27/21,12:30,18:02,1976,325.881,1,,,,,,
90,43_9,1,7.5,5.2798,12/27/21,12:30,18:02,1976,368.554,1,,,,,,
91,44_9,2,7.5,5.2793,12/27/21,12:30,18:03,1976,405.816,1,,,,,,
92,45_9,1,7.5,5.0687,12/27/21,12:30,18:04,1976,328.416,1,,,,,,
93,46_9,2,7.5,5.0627,12/27/21,12:30,18:05,1976,334.155,1,,,,,,
94,47_9,1,7.5,5.1239,12/27/21,12:30,18:05,1976,491.63,1,,,,,,
95,48_9,2,7.5,5.1225,12/27/21,12:30,18:06,1976,539.841,1,,,,,,
96,,,,,,,,,,,598.381,600.151,600.459,600.014,18:07,18:11
