irga.id,unique.id,replicate,soil.volume,actual.fresh.mass,date.run,time.flush,time.irga,standard.co2,irga.integral,times.sampled,std.value.1,std.value.2,std.value.3,std.value.4,std.start.time,std.end.time
1,01_7,1,8,6.5801,11/19/23,8:46,12:48,1976,813.051,1,664.927,667.238,665.293,664.651,12:42,12:46
2,02_7,2,8,6.5901,11/19/23,8:46,12:49,1976,741,1,,,,,,
3,03_7,1,9,7.3649,11/19/23,8:46,12:50,1976,698.697,1,,,,,,
4,04_7,2,8.5,7.3605,11/19/23,8:46,12:51,1976,646.294,1,,,,,,
5,05_7,1,8,6.7404,11/19/23,8:46,12:52,1976,731.037,1,,,,,,
6,06_7,2,8,6.6941,11/19/23,8:46,12:53,1976,707.39,1,,,,,,
7,07_7,1,8,6.7519,11/19/23,8:46,12:53,1976,1088.84,1,,,,,,
8,08_7,2,8,6.7684,11/19/23,8:46,12:55,1976,802.961,1,,,,,,
9,09_7,1,8.5,6.7896,11/19/23,8:50,12:56,1976,785.609,1,,,,,,
10,10_7,2,8.5,6.7652,11/19/23,8:50,12:57,1976,727.973,1,,,,,,
11,11_7,1,8.5,7.4026,11/19/23,8:50,12:58,1976,631.406,1,,,,,,
12,12_7,2,8.5,7.4415,11/19/23,8:50,12:59,1976,763.369,1,,,,,,
13,13_7,1,8,6.9654,11/19/23,8:50,13:00,1976,835.905,1,,,,,,
14,14_7,2,8,6.9482,11/19/23,8:50,13:01,1976,852,1,,,,,,
15,15_7,1,9.5,7.6484,11/19/23,8:50,13:02,1976,809.824,1,,,,,,
16,16_7,2,9.5,7.6765,11/19/23,8:50,13:03,1976,786.033,1,,,,,,
17,17_7,1,9,7.5065,11/19/23,8:54,13:08,1976,753.869,1,656.138,651.501,651.725,652.568,13:04,13:07
18,18_7,2,9,7.5901,11/19/23,8:54,13:09,1976,728.746,1,,,,,,
19,19_7,1,8.5,6.9096,11/19/23,8:54,13:10,1976,956.635,1,,,,,,
20,20_7,2,8.5,6.8774,11/19/23,8:54,13:11,1976,903.001,1,,,,,,
21,21_7,1,8,6.5984,11/19/23,8:54,13:12,1976,946.357,1,,,,,,
22,22_7,2,8,6.6305,11/19/23,8:54,13:13,1976,952.227,1,,,,,,
23,23_7,1,8.5,7.2686,11/19/23,8:54,13:14,1976,782.994,1,,,,,,
24,24_7,2,8.5,7.2817,11/19/23,8:59,13:15,1976,691.592,1,,,,,,
25,25_7,1,8,6.9091,11/19/23,8:59,13:16,1976,813.862,1,,,,,,
26,26_7,2,8.5,6.9012,11/19/23,8:59,13:16,1976,804.552,1,,,,,,
27,27_7,1,8.5,7.6004,11/19/23,8:59,13:18,1976,728.755,1,,,,,,
28,28_7,2,8.5,7.5683,11/19/23,8:59,13:19,1976,789.952,1,,,,,,
29,29_7,1,8.5,6.9435,11/19/23,8:59,13:21,1976,846.936,1,,,,,,
30,30_7,2,8,6.9305,11/19/23,8:59,13:22,1976,722.097,1,,,,,,
31,31_7,1,8.5,6.6537,11/19/23,9:04,13:24,1976,778.903,1,,,,,,
32,32_7,2,8.5,6.6906,11/19/23,8:59,13:25,1976,742.307,1,,,,,,
33,33_7,1,9,7.6127,11/19/23,9:03,13:29,1976,781.416,1,652.362,652.027,651.196,,13:27,13:29
34,34_7,2,9.5,7.6128,11/19/23,9:03,13:30,1976,747.696,1,,,,,,
35,35_7,1,8,6.6179,11/19/23,9:03,13:31,1976,842.84,1,,,,,,
36,36_7,2,8,6.6099,11/19/23,9:03,13:32,1976,779.255,1,,,,,,
37,37_7,1,8,6.3385,11/19/23,9:03,13:33,1976,808.574,1,,,,,,
38,38_7,2,8,6.3402,11/19/23,9:03,13:34,1976,800.48,1,,,,,,
39,39_7,1,8.5,7.3906,11/19/23,9:10,13:34,1976,797.824,1,,,,,,
40,40_7,2,8.5,7.3663,11/19/23,9:03,13:35,1976,726.35,1,,,,,,
41,41_7,1,9.5,8.1638,11/19/23,9:07,13:39,1976,849.989,1,,,,,,
42,42_7,2,9.5,8.1694,11/19/23,9:07,13:40,1976,881.819,1,,,,,,
43,43_7,1,8,6.7641,11/19/23,9:07,13:41,1976,783.878,1,,,,,,
44,44_7,2,8,6.7137,11/19/23,9:07,13:42,1976,907.828,1,,,,,,
45,45_7,1,8.5,6.9387,11/19/23,9:10,13:43,1976,1049,1,,,,,,
46,46_7,2,8.5,6.9866,11/19/23,9:07,13:44,1976,1020.11,1,,,,,,
47,47_7,1,9,6.9777,11/19/23,9:07,13:45,1976,1171.11,1,,,,,,
48,48_7,2,9,7.0222,11/19/23,9:07,13:47,1976,1082.44,1,,,,,,
49,01_8,1,9,6.7803,11/19/23,9:14,13:51,1976,653.956,1,654.826,656.163,653.55,,13:48,13:50
50,02_8,2,9,6.8139,11/19/23,9:14,13:51,1976,727.917,1,,,,,,
51,03_8,1,9.5,8.1658,11/19/23,9:14,13:53,1976,1000.05,1,,,,,,
52,04_8,2,9.5,8.1257,11/19/23,9:14,13:53,1976,1149.34,1,,,,,,
53,05_8,1,8,6.7849,11/19/23,9:14,13:55,1976,963.847,1,,,,,,
54,06_8,2,8,6.7835,11/19/23,9:14,13:56,1976,945.969,1,,,,,,
55,07_8,1,8.5,6.8737,11/19/23,9:14,13:57,1976,813.674,1,,,,,,
56,08_8,2,8.5,6.8012,11/19/23,9:14,13:58,1976,901.894,1,,,,,,
