irga.id,unique.id,replicate,soil.volume,actual.fresh.mass,date.run,time.flush,time.irga,standard.co2,irga.integral,times.sampled,std.value.1,std.value.2,std.value.3,std.value.4,std.start.time,std.end.time
36,36_3,2,8,6.6097,11/14/23,9:11,13:55,1976,471.842,1,,,,,,
37,37_3,1,9,6.9139,11/14/23,9:11,13:56,1976,569.68,1,,,,,,
38,38_3,2,8.5,6.8874,11/14/23,9:11,13:57,1976,632.225,1,,,,,,
39,39_3,1,9,6.8923,11/14/23,9:11,13:58,1976,1039.04,1,,,,,,
40,40_3,2,9,6.8998,11/14/23,9:11,13:59,1976,1220.5,1,,,,,,
41,41_3,1,8.5,6.8354,11/14/23,9:15,14:02,1976,843.783,1,,,,,,
42,42_3,2,8.5,6.7567,11/14/23,9:15,14:03,1976,740.224,1,,,,,,
43,43_3,1,9,7.0227,11/14/23,9:15,14:04,1976,651.345,1,,,,,,
44,44_3,2,9,7.0381,11/14/23,9:15,14:05,1976,964.683,1,,,,,,
45,45_3,1,8,6.4371,11/14/23,9:15,14:07,1976,819.357,1,,,,,,
46,46_3,2,8,6.4701,11/14/23,9:15,14:08,1976,719.755,1,,,,,,
47,47_3,1,8.5,6.6547,11/14/23,9:15,14:09,1976,908.146,1,,,,,,
48,48_3,2,8.5,6.6632,11/14/23,9:15,14:10,1976,892.582,1,,,,,,
49,01_4,1,8,6.8025,11/14/23,9:19,14:13,1976,962.464,1,663.513,664.656,664.179,,14:11,14:12
50,02_4,2,8,6.8507,11/14/23,9:19,14:15,1976,1006.37,1,,,,,,
51,03_4,1,8.5,6.6892,11/14/23,9:19,14:17,1976,638.768,1,,,,,,
52,04_4,2,8.5,6.7171,11/14/23,9:19,14:17,1976,656.002,1,,,,,,
53,05_4,1,9,6.9993,11/14/23,9:19,14:18,1976,711.528,1,,,,,,
54,06_4,2,9,6.956,11/14/23,9:19,14:19,1976,744.041,1,,,,,,
55,07_4,1,8.5,6.8034,11/14/23,9:19,14:20,1976,850.176,1,,,,,,
56,08_4,2,8.5,6.7964,11/14/23,9:19,14:21,1976,802.606,1,,,,,,
57,09_4,1,8.5,6.7911,11/14/23,9:23,14:24,1976,636.143,1,,,,,,
58,10_4,2,8.5,6.7812,11/14/23,9:23,14:25,1976,572.089,1,,,,,,
59,11_4,1,8,6.6237,11/14/23,9:23,14:27,1976,634.653,1,,,,,,
60,12_4,2,8,6.6551,11/14/23,9:23,14:28,1976,716.336,1,,,,,,
61,13_4,1,9,6.6859,11/14/23,9:23,14:30,1976,660.053,1,,,,,,
62,14_4,2,9,6.6839,11/14/23,9:23,14:31,1976,677.145,1,,,,,,
63,15_4,1,8,6.7354,11/14/23,9:23,14:32,1976,720.249,1,,,,,,
64,16_4,2,8,6.7028,11/14/23,9:23,14:33,1976,827.884,1,,,,,,
65,17_4,1,9,7.1621,11/14/23,9:27,14:38,1976,688.852,1,666.957,665.44,666.061,,14:34,14:37
66,18_4,2,9,7.2111,11/14/23,9:27,14:39,1976,750.009,1,,,,,,
67,19_4,1,8.5,6.5133,11/14/23,9:27,14:40,1976,621.192,1,,,,,,
68,20_4,2,8,6.5214,11/14/23,9:27,14:41,1976,686.592,1,,,,,,
69,21_4,1,8.5,6.9672,11/14/23,9:27,14:42,1976,834.878,1,,,,,,
70,22_4,2,8.5,6.9326,11/14/23,9:27,14:43,1976,837.683,1,,,,,,
71,23_4,1,8,6.8106,11/14/23,9:27,14:44,1976,741.104,1,,,,,,
72,24_4,2,8.5,6.7768,11/14/23,9:27,14:45,1976,798.489,1,,,,,,
73,25_4,1,8.5,6.7296,11/14/23,9:31,14:47,1976,671.31,1,,,,,,
74,26_4,2,8,6.7237,11/14/23,9:31,14:48,1976,616.244,1,,,,,,
75,27_4,1,8.5,6.8324,11/14/23,9:31,14:49,1976,700.692,1,,,,,,
76,28_4,2,9,6.821,11/14/23,9:31,14:50,1976,819.584,1,,,,,,
77,29_4,1,8.5,6.7862,11/14/23,9:31,14:52,1976,1040.73,1,,,,,,
78,30_4,2,8.5,6.7681,11/14/23,9:31,14:52,1976,1010.25,1,,,,,,
79,31_4,1,8,6.5519,11/14/23,9:31,14:54,1976,1234.94,1,,,,,,
80,32_4,2,8,6.5611,11/14/23,9:31,14:55,1976,1392.79,1,,,,,,
81,,,,,,,,,,1,669.027,667.878,667.817,666.516,14:56,14:58
