Population,Predation.Treatment,Generation,Cage.ID,Day,Date,Terraria,Time,X,Y,Estimate,Notes,Distance
DC,Predator,F2,S_DCN_P6,1,8/22/23,20,14H 40M 0S,7,11,NA,,2.236067977
DC,Predator,F2,S_DCN_P6,1,8/22/23,20,15H 0M 0S,9,8,NA,,3.605551275
DC,Predator,F2,S_DCN_P6,1,8/22/23,20,15H 20M 0S,9,4,NA,,4
DC,Predator,F2,S_DCN_P6,1,8/22/23,20,15H 40M 0S,8,5,NA,,1.414213562
DC,Predator,F2,S_DCN_P6,1,8/22/23,20,16H 0M 0S,8,5,NA,,0
DC,Predator,F2,S_DCN_P6,1,8/22/23,20,16H 20M 0S,9,4,NA,,1.414213562
DC,Predator,F2,S_DCN_P6,1,8/22/23,20,16H 40M 0S,8,3,NA,,1.414213562
DC,Predator,F2,S_DCN_P6,1,8/22/23,20,17H 0M 0S,7,7,NA,,4.123105626
DC,Predator,F2,S_DCN_P6,1,8/22/23,20,17H 20M 0S,8,4,NA,,3.16227766
DC,Predator,F2,S_DCN_P6,1,8/22/23,20,17H 40M 0S,7,2,NA,,2.236067977
DC,Predator,F2,S_DCN_P6,1,8/22/23,20,18H 0M 0S,8,3,NA,,1.414213562
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,7H 40M 0S,9,2,NA,,6.32455532
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,8H 0M 0S,8,1,NA,,1.414213562
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,8H 20M 0S,8,1,NA,,0
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,8H 40M 0S,8,1,NA,,0
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,9H 0M 0S,8,1,NA,,0
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,9H 20M 0S,8,1,NA,,0
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,9H 40M 0S,8,1,NA,,0
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,10H 0M 0S,8,1,NA,,0
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,10H 20M 0S,2,2,NA,,6.08276253
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,10H 40M 0S,2,1,NA,,1
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,11H 0M 0S,2,15,NA,,14
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,11H 20M 0S,2,15,NA,,0
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,11H 40M 0S,2,16,NA,,1
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,12H 0M 0S,2,15,NA,,1
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,12H 20M 0S,2,18,NA,,3
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,12H 40M 0S,2,17,NA,,1
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,13H 0M 0S,2,21,NA,,4
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,13H 20M 0S,10,4,NA,,18.78829423
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,13H 40M 0S,10,4,NA,,0
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,14H 0M 0S,10,3,NA,,1
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,14H 20M 0S,10,1,NA,,2
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,14H 40M 0S,2,5,NA,,8.94427191
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,15H 0M 0S,2,6,NA,,1
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,15H 20M 0S,1,6,NA,,1
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,15H 40M 0S,1,7,NA,,1
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,16H 0M 0S,1,8,NA,,1
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,16H 20M 0S,1,8,NA,,0
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,16H 40M 0S,1,10,NA,,2
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,17H 0M 0S,1,9,NA,,1
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,17H 20M 0S,1,9,NA,,0
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,17H 40M 0S,2,2,NA,,7.071067812
SC,Predator,F2,S_SCN_P7,1,8/22/23,28,18H 0M 0S,1,21,NA,,19.02629759
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,7H 40M 0S,1,6,NA,,12.04159458
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,8H 0M 0S,1,6,NA,,0
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,8H 20M 0S,1,2,NA,,4
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,8H 40M 0S,1,2,NA,,0
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,9H 0M 0S,1,2,NA,,0
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,9H 20M 0S,1,2,NA,,0
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,9H 40M 0S,1,2,NA,,0
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,10H 0M 0S,1,15,NA,,13
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,10H 20M 0S,8,2,NA,,14.76482306
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,10H 40M 0S,10,2,NA,,2
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,11H 0M 0S,10,2,NA,,0
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,11H 20M 0S,5,20,NA,,18.68154169
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,11H 40M 0S,2,20,NA,,3
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,12H 0M 0S,2,19,NA,,1
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,12H 20M 0S,2,19,NA,,0
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,12H 40M 0S,2,20,NA,,1
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,13H 0M 0S,2,18,NA,,2
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,13H 20M 0S,1,20,NA,,2.236067977
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,13H 40M 0S,1,20,NA,,0
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,14H 0M 0S,1,20,NA,,0
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,14H 20M 0S,1,15,NA,,5
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,14H 40M 0S,1,15,NA,,0
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,15H 0M 0S,1,19,NA,,4
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,15H 20M 0S,2,17,NA,,2.236067977
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,15H 40M 0S,2,10,NA,,7
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,16H 0M 0S,1,14,NA,,4.123105626
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,16H 20M 0S,1,14,NA,,0
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,16H 40M 0S,1,14,NA,,0
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,17H 0M 0S,1,14,NA,,0
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,17H 20M 0S,1,14,NA,,0
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,17H 40M 0S,1,14,NA,,0
FN,Predator,F2,S_FNN_P4,1,8/22/23,23,18H 0M 0S,8,20,NA,,9.219544457
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,7H 40M 0S,9,1,NA,,17.4642492
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,8H 0M 0S,9,1,NA,,0
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,8H 20M 0S,9,3,NA,,2
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,8H 40M 0S,2,1,NA,,7.280109889
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,9H 0M 0S,1,1,NA,,1
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,9H 20M 0S,1,2,NA,,1
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,9H 40M 0S,1,2,NA,,0
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,10H 0M 0S,3,1,NA,,2.236067977
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,10H 20M 0S,3,1,NA,,0
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,10H 40M 0S,3,1,NA,,0
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,11H 0M 0S,3,1,NA,,0
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,11H 20M 0S,5,1,NA,,2
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,11H 40M 0S,4,1,NA,,1
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,12H 0M 0S,7,1,NA,,3
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,12H 20M 0S,5,18,NA,,17.11724277
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,12H 40M 0S,3,19,NA,,2.236067977
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,13H 0M 0S,5,17,NA,,2.828427125
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,13H 20M 0S,9,1,NA,,16.4924225
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,13H 40M 0S,8,3,NA,,2.236067977
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,14H 0M 0S,10,18,NA,,15.13274595
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,14H 20M 0S,3,21,NA,,7.615773106
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,14H 40M 0S,3,21,NA,,0
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,15H 0M 0S,1,21,NA,,2
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,15H 20M 0S,1,21,NA,,0
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,15H 40M 0S,1,21,NA,,0
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,16H 0M 0S,1,21,NA,,0
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,16H 20M 0S,1,21,NA,,0
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,16H 40M 0S,1,21,NA,,0
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,17H 0M 0S,1,21,NA,,0
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,17H 20M 0S,1,21,NA,,0
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,17H 40M 0S,7,19,NA,,6.32455532
DC,Predator,F1,S_DCN_P2,1,8/22/23,17,18H 0M 0S,1,13,NA,,8.485281374
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,7H 40M 0S,1,6,NA,,5.099019514
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,8H 0M 0S,2,11,NA,,5.099019514
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,8H 20M 0S,2,19,NA,,8
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,8H 40M 0S,2,20,NA,,1
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,9H 0M 0S,2,20,NA,,0
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,9H 20M 0S,7,20,NA,,5
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,9H 40M 0S,9,16,NA,,4.472135955
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,10H 0M 0S,6,21,NA,,5.830951895
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,10H 20M 0S,10,20,NA,,4.123105626
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,10H 40M 0S,6,14,NA,,7.211102551
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,11H 0M 0S,5,3,NA,,11.04536102
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,11H 20M 0S,1,20,NA,,17.4642492
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,11H 40M 0S,6,10,NA,,11.18033989
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,12H 0M 0S,4,10,NA,,2
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,12H 20M 0S,2,17,NA,,7.280109889
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,12H 40M 0S,8,20,NA,,6.708203932
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,13H 0M 0S,2,14,NA,,8.485281374
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,13H 20M 0S,1,20,NA,,6.08276253
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,13H 40M 0S,2,21,NA,,1.414213562
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,14H 0M 0S,1,20,NA,,1.414213562
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,14H 20M 0S,2,21,NA,,1.414213562
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,14H 40M 0S,8,21,NA,,6
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,15H 0M 0S,9,21,NA,,1
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,15H 20M 0S,3,21,NA,,6
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,15H 40M 0S,5,18,NA,,3.605551275
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,16H 0M 0S,2,21,NA,,4.242640687
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,16H 20M 0S,3,19,NA,,2.236067977
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,16H 40M 0S,2,16,NA,,3.16227766
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,17H 0M 0S,2,16,NA,,0
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,17H 20M 0S,2,16,NA,,0
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,17H 40M 0S,2,17,NA,,1
FN,Herbivore,F1,Baker Cage,1,8/22/23,5,18H 0M 0S,2,17,NA,,0
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,7H 40M 0S,1,21,NA,,7
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,8H 0M 0S,1,21,NA,,0
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,8H 20M 0S,1,21,NA,,0
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,8H 40M 0S,1,21,NA,,0
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,9H 0M 0S,1,21,NA,,0
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,9H 20M 0S,1,19,NA,,2
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,9H 40M 0S,1,15,NA,,4
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,10H 0M 0S,1,2,NA,,13
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,10H 20M 0S,1,2,NA,,0
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,10H 40M 0S,1,2,NA,,0
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,11H 0M 0S,1,2,NA,,0
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,11H 20M 0S,1,3,NA,,1
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,11H 40M 0S,5,2,NA,,4.123105626
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,12H 0M 0S,5,2,NA,,0
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,12H 20M 0S,2,2,NA,,3
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,12H 40M 0S,2,2,NA,,0
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,13H 0M 0S,1,1,NA,,1.414213562
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,13H 20M 0S,3,1,NA,,2
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,13H 40M 0S,2,1,NA,,1
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,14H 0M 0S,1,1,NA,,1
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,14H 20M 0S,7,1,NA,,6
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,14H 40M 0S,9,1,NA,,2
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,15H 0M 0S,8,1,NA,,1
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,15H 20M 0S,8,1,NA,,0
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,15H 40M 0S,9,1,NA,,1
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,16H 0M 0S,9,1,NA,,0
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,16H 20M 0S,10,1,NA,,1
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,16H 40M 0S,8,1,NA,,2
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,17H 0M 0S,6,1,NA,,2
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,17H 20M 0S,7,1,NA,,1
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,17H 40M 0S,6,1,NA,,1
DC,Herbivore,F1,Baker Cage,1,8/22/23,2,18H 0M 0S,6,1,NA,,0
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,7H 40M 0S,9,21,1,,8.062257748
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,8H 0M 0S,9,21,1,,0
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,8H 20M 0S,9,21,1,,0
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,8H 40M 0S,9,21,NA,,0
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,9H 0M 0S,7,20,NA,,2.236067977
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,9H 20M 0S,1,16,NA,,7.211102551
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,9H 40M 0S,1,17,NA,,1
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,10H 0M 0S,1,9,NA,,8
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,10H 20M 0S,1,9,NA,,0
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,10H 40M 0S,1,9,NA,,0
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,11H 0M 0S,1,9,NA,,0
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,11H 20M 0S,1,13,NA,,4
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,11H 40M 0S,2,21,NA,,8.062257748
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,12H 0M 0S,1,13,NA,,8.062257748
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,12H 20M 0S,6,21,NA,,9.433981132
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,12H 40M 0S,7,21,NA,,1
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,13H 0M 0S,1,21,NA,,6
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,13H 20M 0S,1,21,NA,,0
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,13H 40M 0S,1,21,NA,,0
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,14H 0M 0S,1,21,NA,,0
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,14H 20M 0S,1,19,NA,,2
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,14H 40M 0S,1,19,NA,,0
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,15H 0M 0S,1,19,NA,,0
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,15H 20M 0S,1,19,NA,,0
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,15H 40M 0S,2,20,NA,,1.414213562
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,16H 0M 0S,2,20,NA,,0
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,16H 20M 0S,5,21,NA,,3.16227766
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,16H 40M 0S,9,20,NA,,4.123105626
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,17H 0M 0S,9,20,NA,,0
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,17H 20M 0S,9,20,NA,,0
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,17H 40M 0S,7,20,NA,,2
SP,Herbivore,F1,Baker Cage,1,8/22/23,13,18H 0M 0S,8,20,NA,,1
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,7H 40M 0S,10,6,NA,,17
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,8H 0M 0S,10,6,NA,,0
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,8H 20M 0S,10,6,NA,,0
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,8H 40M 0S,10,6,NA,,0
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,9H 0M 0S,10,6,NA,,0
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,9H 20M 0S,10,6,NA,,0
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,9H 40M 0S,10,6,NA,,0
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,10H 0M 0S,10,3,NA,,3
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,10H 20M 0S,10,12,NA,,9
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,10H 40M 0S,4,8,NA,,7.211102551
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,11H 0M 0S,10,1,NA,,9.219544457
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,11H 20M 0S,10,1,NA,,0
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,11H 40M 0S,10,1,NA,,0
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,12H 0M 0S,10,2,NA,,1
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,12H 20M 0S,10,1,NA,,1
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,12H 40M 0S,10,1,NA,,0
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,13H 0M 0S,10,8,NA,,7
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,13H 20M 0S,10,11,NA,,3
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,13H 40M 0S,10,19,NA,,8
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,14H 0M 0S,10,19,NA,,0
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,14H 20M 0S,10,19,NA,,0
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,14H 40M 0S,10,18,NA,,1
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,15H 0M 0S,10,12,NA,,6
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,15H 20M 0S,10,13,NA,,1
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,15H 40M 0S,10,14,NA,,1
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,16H 0M 0S,10,14,NA,,0
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,16H 20M 0S,8,2,NA,,12.16552506
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,16H 40M 0S,8,2,1,,0
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,17H 0M 0S,8,2,NA,,0
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,17H 20M 0S,8,3,NA,,1
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,17H 40M 0S,8,1,NA,,2
DC,Herbivore,F2,H_DCN_H1,5,9/3/23,12,18H 0M 0S,8,1,NA,,0
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,7H 40M 0S,7,4,NA,,13.15294644
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,8H 0M 0S,6,15,NA,,11.04536102
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,8H 20M 0S,6,18,NA,,3
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,8H 40M 0S,6,17,NA,,1
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,9H 0M 0S,6,17,NA,,0
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,9H 20M 0S,6,17,NA,,0
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,9H 40M 0S,2,9,NA,,8.94427191
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,10H 0M 0S,2,2,NA,,7
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,10H 20M 0S,2,1,NA,,1
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,10H 40M 0S,1,2,NA,,1.414213562
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,11H 0M 0S,2,4,NA,,2.236067977
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,11H 20M 0S,2,1,NA,,3
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,11H 40M 0S,2,1,NA,,0
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,12H 0M 0S,1,1,NA,,1
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,12H 20M 0S,2,4,NA,,3.16227766
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,12H 40M 0S,10,1,NA,,8.544003745
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,13H 0M 0S,9,1,NA,,1
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,13H 20M 0S,2,15,NA,,15.65247584
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,13H 40M 0S,2,1,NA,,14
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,14H 0M 0S,2,1,NA,,0
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,14H 20M 0S,2,1,NA,,0
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,14H 40M 0S,2,1,1,,0
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,15H 0M 0S,2,1,NA,,0
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,15H 20M 0S,2,1,NA,,0
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,15H 40M 0S,2,1,NA,,0
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,16H 0M 0S,2,1,NA,,0
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,16H 20M 0S,1,1,NA,,1
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,16H 40M 0S,2,1,NA,,1
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,17H 0M 0S,2,1,NA,,0
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,17H 20M 0S,2,1,NA,,0
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,17H 40M 0S,1,5,NA,,4.123105626
DC,Herbivore,F2,S_DCN_H4,1,8/22/23,4,18H 0M 0S,6,7,NA,,5.385164807
MC,Herbivore,F1,Baker Cage,1,8/22/23,10,7H 40M 0S,9,1,NA,,21.54065923
MC,Herbivore,F1,Baker Cage,1,8/22/23,10,8H 0M 0S,9,3,NA,,2
MC,Herbivore,F1,Baker Cage,1,8/22/23,10,8H 20M 0S,8,1,NA,,2.236067977
MC,Herbivore,F1,Baker Cage,1,8/22/23,10,8H 40M 0S,8,2,NA,,1
MC,Herbivore,F1,Baker Cage,1,8/22/23,10,9H 0M 0S,8,3,NA,,1
MC,Herbivore,F1,Baker Cage,1,8/22/23,10,9H 20M 0S,8,3,NA,,0
MC,Herbivore,F1,Baker Cage,1,8/22/23,10,9H 40M 0S,8,3,NA,,0
MC,Herbivore,F1,Baker Cage,1,8/22/23,10,10H 0M 0S,2,3,NA,,6
MC,Herbivore,F1,Baker Cage,1,8/22/23,10,10H 20M 0S,2,1,NA,,2
MC,Herbivore,F1,Baker Cage,1,8/22/23,10,10H 40M 0S,1,1,NA,,1
MC,Herbivore,F1,Baker Cage,1,8/22/23,10,11H 0M 0S,1,3,NA,,2
MC,Herbivore,F1,Baker Cage,1,8/22/23,10,11H 20M 0S,1,4,NA,,1
MC,Herbivore,F1,Baker Cage,1,8/22/23,10,11H 40M 0S,1,13,NA,,9
MC,Herbivore,F1,Baker Cage,1,8/22/23,10,12H 0M 0S,3,2,NA,,11.18033989
